type,url,slug,new_description,char_len,reason,gsc_clicks
article,https://www.thethreedrinkers.com/magazine-content/the-best-gins-to-try-this-year,the-best-gins-to-try-this-year,"Gin, a spirit adored by bartenders and home drinkers across the world. Its versatility in cocktails and spritzers make it a home bar essential.",143,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-hard-seltzers,the-best-hard-seltzers,"Welcome to the biggest drinks trend of the century: hard seltzers. These bubbly, lightly flavoured waters ‘spiked’ with some form of booze have taken the US by.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-hot-chocolate-pairings,the-best-hot-chocolate-pairings,"Let us be honest, winter can be a stressful time of year. There’s freezing weather, constant cloud cover, and far less daylight.",128,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-irish-whiskey-distillery-tours,the-best-irish-whiskey-distillery-tours,"Wherever you stand on whiskey, gin, Poitín and other spirts, when heading to the Emerald Isle, a distillery visit is pretty much essential, especially with the.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-malbec-you-can-buy-right-now,the-best-malbec-you-can-buy-right-now,"Argentina didn't just adopt Malbec, it transformed it. What was once a moody, difficult grape scratching around the vineyards of southwest France found its.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-margarita-variations,the-best-margarita-variations,"You know what they say, you can’t go wrong with a classic – especially when it comes to cocktails.",98,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-negroni-cocktail-recipes,the-best-negroni-cocktail-recipes,"With only three ingredients, the Negroni can seem like a fairly boring cocktail - but don’t be fooled.",102,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-no-and-low-alcohol-drinks,the-best-no-and-low-alcohol-drinks,"‘Tis the season to let your hair down, which, let’s be honest, usually means indulging in a fair few drinks of the alcoholic variety!",133,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-non-alcoholic-drinks,the-best-non-alcoholic-drinks,"In the past, cutting back on the alcohol content of your drinks or even removing it altogether has often led to being thoroughly underwhelmed, let’s face it.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-refreshing-mocktail-recipes,the-best-refreshing-mocktail-recipes,"Let’s face it - a lot of the mocktail recipes out there are either A) for children, B) boring or c) super sweet and not appetising in the slightest.",148,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-rum-for-under-30,the-best-rum-for-under-30,"Rum is a delicious spirit and has brilliant utility in cocktails, but when it comes to building your own collection - where do you even begin?",142,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-rum-to-gift-this-christmas,the-best-rum-to-gift-this-christmas,"If you are thinking of gifting rum for Christmas, here are a few of my suggestions, giving their style so you can hopefully find that perfect bottle for the.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-rums-for-summer,the-best-rums-for-summer,"The sun is shining, the temperatures are climbing – it’s time to crack out the rum!",83,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-scotch-whisky-of-2022,the-best-scotch-whisky-of-2022,"I know we are only really halfway through the year, however, I have come across some blindingly good whiskies and wanted to share them with you.",144,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-tequila-cocktails,the-best-tequila-cocktails,There are some stunning tequilas and some equally stunning tequila-based cocktails out there though that are well worth a try.,126,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-tequilas,the-best-tequilas,"Did someone say Margaritas? Whether you like your tequila shaken into a lime-drenched cocktail, or sipped straight over a giant ice cube, we’ve got a bottle to.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-tequilas-for-margaritas,the-best-tequilas-for-margaritas,"When tequila is mentioned, you probably think of one of two things: shots with salt and lime, and a margarita.",110,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-whiskey-for-an-old-fashioned,the-best-whiskey-for-an-old-fashioned,"The Old Fashioned: the whiskey lover’s cocktail, and not old-fashioned at all! The Old Fashioned is a simple cocktail composed of whisk(e)y, sugar, a dash of.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-whisky-to-buy-scotch,the-best-whisky-to-buy-scotch,"Whisky has never been a hotter commodity. Globally, sales are at the largest they’ve ever been and value-wise, Knight Frank just described whisky as the best.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-best-wine-finished-whiskies-to-try,the-best-wine-finished-whiskies-to-try,"If you’re not familiar with a whisky finish, then let us very quickly explain! Whisky in pretty much all of its varieties is aged in a cask from a certain.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bloomsbury-hotel-london,the-bloomsbury-hotel-london,"If you’re fancying a little London getaway or perhaps traveling on business,  The Bloomsbury  would love to house you for the duration of your stay.",148,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bourbon-made-from-the-ground-up,the-bourbon-made-from-the-ground-up,"Most celebrity spirits brands follow the same playbook: Put a famous face on the label, find a distillery willing to bottle something with their name on it.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-boutique-hotel-that-gave-munich-a-new-way-to-come-home,the-boutique-hotel-that-gave-munich-a-new-way-to-come-home,"Munich has a reputation that precedes it, and it wears it well. The beer halls, the grand civic squares, the particular warmth of a city that has always known.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-58,the-bring-a-bottle-podcast-episode-58,"Welcome back to another episode of the Bring a Bottle Podcast by The Three Drinkers, and welcome to the first official podcast companion article.",145,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-59,the-bring-a-bottle-podcast-episode-59,"Listen in this week as Aidy and Helena chat all about their latest drink discoveries, perfect food drink pairings with some surprising choices and Helena puts.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-60,the-bring-a-bottle-podcast-episode-60,"We move away from wine this week as we start a brand new series full of whisky, whisky, and well, a bit more whisky!",116,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-62,the-bring-a-bottle-podcast-episode-62,"It’s that time again! Time for another episode of the Bring A Bottle Podcast! Today we’re chatting about a myriad of things, but here’s a quick rundown of.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-63,the-bring-a-bottle-podcast-episode-63,"We’ve got a brand new episode of The Three Drinkers podcast up NOW, and as always, we’ve got a ton of weird and wonderful things to chat about in the world of.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-64,the-bring-a-bottle-podcast-episode-64,It’s Podcast Day! *insert trumpet/fanfare/horn of anticipation sound effect here* That means you’re one click away from opening the chest full of drinks.,153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-65,the-bring-a-bottle-podcast-episode-65,Happy Podcast Day! Are you as excited as we are? This week takes a bit of a Halloween twist as we talk about fun Halloween drinks and surprising Halloween.,155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-66,the-bring-a-bottle-podcast-episode-66,This week we are sipping on Tamnavulin Red Wine Cask Edition. This gorgeous whisky is matured in American oak barrels and finished in French Cabernet Sauvignon.,160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-67,the-bring-a-bottle-podcast-episode-67,"Did you know that Gordon Ramsay has brought out his own wines?! Apparently, he already had a massive collection of wines across the pond and now those in the.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-68,the-bring-a-bottle-podcast-episode-68,"This week’s podcast is focusing on the Belvedere Organic Infusions range, but it’s not just that, we have some BIG news to share, lots of new exciting drinks.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-71,the-bring-a-bottle-podcast-episode-71,"Episode 71 is here and we’re feeling festive! This week we chat all about how to make mulled wine that tastes decent, Irish Cream Liqueur - how do you drink.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-72,the-bring-a-bottle-podcast-episode-72,"Another week, another brand-spanking-new podcast awaits and this week we’ve got loads of drinker’s discoveries to share including an interactive bartender and.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-73,the-bring-a-bottle-podcast-episode-73,"As we don on our Santa hats and get started on celebrating all things Christmas in this week’s podcast, we just want to say a big THANK YOU to you, our.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-75,the-bring-a-bottle-podcast-episode-75,"Welcome back to the Bring a Bottle Podcast! It’s our first podcast of 2022 and with brand new sections, more drinks news and the usually lighthearted fun, boy.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-76,the-bring-a-bottle-podcast-episode-76,"Episode 76 has landed and it is Chinese New Year - the year of the tiger. As if by magic, we have a whisky that pairs perfectly with Peking duck, pancakes and.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-77,the-bring-a-bottle-podcast-episode-77,"Whether you celebrate Valentine's day, Galentine's day or ‘give yourself some love’ day, we have some great tips so listen in to episode 77 for all our.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-78,the-bring-a-bottle-podcast-episode-78,"Welcome back to another Bring a Bottle podcast! This week it’s all about garlic vodka, delicious bottled mocktails, drinks from Latvia and top tips to make.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-80,the-bring-a-bottle-podcast-episode-80,"We are back for a brand new series of the Bring a Bottle podcast! Follow our journey as we make more drink-y discoveries, uncover the latest drinks news.",153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-84,the-bring-a-bottle-podcast-episode-84,"Welcome back to another episode of our Bring a Bottle podcast! This week we chat about tasty mixers for your rum, give a shoutout to brand new vodka brand.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-86,the-bring-a-bottle-podcast-episode-86,"It’s that time again and this week we have a very special podcast for you as we are joined by the fabulous Bruce and Paramjit Nagra, owners and producers of.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-bring-a-bottle-podcast-episode-87,the-bring-a-bottle-podcast-episode-87,We’re back with another fun-filled podcast and this week we’re joined in the studio by special guest Christian Smith.,117,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-broadcaster-the-television-centre-rooftop,the-broadcaster-the-television-centre-rooftop,"Spring has a way of making you want to drink somewhere new. Somewhere with a bit of ambition behind the bar, a kitchen that's actually thought about the.",153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-buskers-boldest-pour-yet-lands-in-uk,the-buskers-boldest-pour-yet-lands-in-uk,"Irish whiskey’s rise in the UK has been impressive, but premium growth depends on more than momentum.",101,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-capital-hotel-knightsbridge,the-capital-hotel-knightsbridge,"Going on forty years strong under the original Levin ownership,&nbsp; the Capital Hotel in Knightsbridge &nbsp;boasts outstanding staff, family heritage, and.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-chesterfield-mayfair,the-chesterfield-mayfair,"Merging comfort with luxury,&nbsp; The Chesterfield Mayfair London &nbsp;embraces its prime location in Mayfair with its exemplary facilities and offerings to.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-coral-room-just-made-the-devil-wears-prada-even-better,the-coral-room-just-made-the-devil-wears-prada-even-better,"If you know, you know. The cerulean jumper speech. Miranda's icy silence in the elevator.",89,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-countless-benefits-of-flowers-and-plants-on-your-mind-senses-and-soul,the-countless-benefits-of-flowers-and-plants-on-your-mind-senses-and-soul,"Put simply, being around plants, flowers and trees triggers a response within us that surges through billions of different neural pathways in our brains.",153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-dalmore-presses-reset-on-the-whisky-tour,the-dalmore-presses-reset-on-the-whisky-tour,When did a whisky tour last surprise you? There’s a rhythm to most distillery visits.,85,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-danish-whisky-thats-turning-heads-in-london,the-danish-whisky-thats-turning-heads-in-london,"Walk into the right whisky shop in London at the moment and mention Denmark, and something interesting happens.",111,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-downtown-hotel-that-understood-new-york-before-the-rest-of-the-city-caught-up,the-downtown-hotel-that-understood-new-york-before-the-rest-of-the-city-caught-up,"The Bowery is one of the oldest streets in New York, and one of the most storied. It has been the address of theatre and opera, of boarding houses and dive.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-durand-corkscrew,the-durand-corkscrew,"The one thing that stands between me and a vintage wine is self-control. Okay, just kidding. It’s actually the wine cork.",121,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-english-ros-that-stopped-apologising,the-english-ros-that-stopped-apologising,"Provence has the reputation. England has the terroir. The gap between those two facts has been closing for years, and Gusbourne's 2025 is one of the more.",154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-gibson-london-bar,the-gibson-london-bar,There’s something to be said for small bars that draw in a regular crowd and are able to captivate newcomers.,109,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-halkin-hotel,the-halkin-hotel,Claiming its stake in Belgravia—a picturesque Georgian neighborhood in London’s heart— The Halkin Hotel &nbsp;holds the title of one of the city’s best central.,160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-hendricks-you-didnt-see-coming,the-hendricks-you-didnt-see-coming,"For a gin brand that made cucumber and rose feel perfectly normal, Hendrick’s Gin has always understood the value of surprise. It doesn’t chase trends.",151,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-history-of-the-gimlet-cocktail,the-history-of-the-gimlet-cocktail,Dark origins are everywhere if you look for them. From the children’s nursery rhyme “London Bridge is Falling Down” to the treadmill originally being a form of.,160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-hotel-renaissance-begins,the-hotel-renaissance-begins,"For any of us planning a trip abroad, it is easier now than at any point in history to do it all from the comfort of our own home.",130,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-hotel-that-singapore-built-its-idea-of-itself-around,the-hotel-that-singapore-built-its-idea-of-itself-around,"There are hotels that occupy famous buildings, and there are hotels that have become famous buildings in their own right, and then there is Raffles Singapore.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-hotel-that-turned-new-yorks-most-famous-corner-into-a-sanctuary,the-hotel-that-turned-new-yorks-most-famous-corner-into-a-sanctuary,There is a particular quality to standing at the corner of Fifth Avenue and 57th Street.,88,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-jet-engine-coffee-machine,the-jet-engine-coffee-machine,Once we got over our initial fear that Paolo Mastrogiuseppe’s avant garde espresso machine was silently preparing to fire projectile missiles in our direction.,159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-kind-of-place-you-go-for-one-drink-and-stay-all-night-in-fitzrovia,the-kind-of-place-you-go-for-one-drink-and-stay-all-night-in-fitzrovia,"It usually begins with the best of intentions. One drink after work, perhaps something small to eat, and an early night.",120,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-leakproof-tumbler-that-makes-hydration-effortless,the-leakproof-tumbler-that-makes-hydration-effortless,"There is a familiar moment most people know too well. You are halfway through a commute, juggling a phone, a bag, and a half-forgotten bottle, when you feel.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-london-hotel-that-made-holborn-worth-dressing-up-for,the-london-hotel-that-made-holborn-worth-dressing-up-for,"Holborn sits in that particular part of central London that most people pass through rather than arrive at: the legal quarter, the old inns of court, the.",154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-magic-of-villa-baulieu,the-magic-of-villa-baulieu,"Authentic traveling has become the new cool thing to do, though we think it should become the norm.",99,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-masterbuilt-gravity-series-xt-brings-proper-pit-bbq-home,the-masterbuilt-gravity-series-xt-brings-proper-pit-bbq-home,"Low-and-slow barbecue is one of the great joys of outdoor cooking, and the Masterbuilt Gravity Series XT is the kit that makes it genuinely achievable in a.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-most-popular-cocktails-this-summer,the-most-popular-cocktails-this-summer,"Once you’ve got down the crowd pleasers, you need never worry again about accidentally getting Grandma plastered on your botched version of a ‘martini’.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-nomad-hotel-that-reminded-new-york-what-a-hotel-could-be,the-nomad-hotel-that-reminded-new-york-what-a-hotel-could-be,There is a building on Broadway between 28th and 29th Streets that does something most Manhattan hotels cannot: it makes you feel like you have arrived.,152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-pavilions-bali-where-tradition-tranquility-and-timelessness-meet,the-pavilions-bali-where-tradition-tranquility-and-timelessness-meet,"Bali has a way of arriving before you do. Before you've checked in, before you've seen the room, the island announces itself: the scent of frangipani, the.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-place-where-big-sur-stops-being-a-destination-and-starts-being-an-experience,the-place-where-big-sur-stops-being-a-destination-and-starts-being-an-experience,"There is a moment on Highway 1, somewhere between Carmel and the first great headlands of Big Sur, where the landscape makes a decision about you rather than.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-polish-vodka-that-makes-you-care-about-vodka-again,the-polish-vodka-that-makes-you-care-about-vodka-again,"For years, vodka has been sold on one main promise: that it tastes of almost nothing.",85,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-port-vintage-that-changes-the-conversation,the-port-vintage-that-changes-the-conversation,"Port is one of those drinks that rewards the people paying attention, and 2024 is the vintage that makes it very easy to start.",127,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-queen-buckingham-palace-gin,the-queen-buckingham-palace-gin,"Add a little royalty to your spirits cabinet this Summer, with good ol’ Elizabeth’s very own gin.",97,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-resident-liverpool-where-hospitality-looks-a-lot-like-belonging,the-resident-liverpool-where-hospitality-looks-a-lot-like-belonging,"Some hotels want you to feel welcome, and The Resident Liverpool wants you to feel like you actually live there.",112,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-ripple-maker-best-coffee-machine,the-ripple-maker-best-coffee-machine,Latte art. It’s that small touch to your flat white that makes the day seem brighter before the caffeine even goes into effect. Cafes know customers crave this.,160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-sake-youll-open-on-a-tuesday-not-just-for-sushi,the-sake-youll-open-on-a-tuesday-not-just-for-sushi,"Sake has long been treated like a specialist guest. It appears with sushi, gets poured with ceremony, and then disappears again.",128,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-south-african-red-thats-worth-pouring-twice,the-south-african-red-thats-worth-pouring-twice,"South African wine has been quietly overdelivering on British supermarket shelves for years, and the Paarl Valley in particular has a habit of producing reds.",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-star-hill-spritz,the-star-hill-spritz,&nbsp;Ingredients :  35ml Maker’s Mark  15ml Aperol  15ml Passion fruit syrup  15ml Lemon juice  Top up with soda / Prosecco&nbsp;,130,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-sun-is-back-these-5-drinks-will-quench-your-thirst,the-sun-is-back-these-5-drinks-will-quench-your-thirst,"Hurrah, the sun is back in town, or it’s at least going to be in the mid-20’s which counts for something.",105,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-three-drinkers-in-ireland-wins-drinks-business-best-contribution-to-tourism-award,the-three-drinkers-in-ireland-wins-drinks-business-best-contribution-to-tourism-award,The Three Drinkers are delighted to announce that their TV series The Three Drinkers in Ireland has won the award for ‘The Best Contribution to Wine and.,153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-three-drinkers-in-ireland-wins-spirits-business-award,the-three-drinkers-in-ireland-wins-spirits-business-award,The Three Drinkers are delighted to announce that their TV series The Three Drinkers in Ireland has won the award for ‘Cultural Contribution to the Spirits.,156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-three-drinkers-irish-whiskey,the-three-drinkers-irish-whiskey,"Aidy Smith and Helena Nicklin, executive producers and presenters of the award-winning, drinks travel show The Three Drinkers in Ireland on Amazon Prime, have.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-ultimate-spicy-cocktails,the-ultimate-spicy-cocktails,2025 was the year of the spicy cocktail. Our love of spice has moved far beyond the world of gastronomy and straight into our cocktail glasses.,143,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-wine-society-top-picks-for-spring-amp-summer-2019,the-wine-society-top-picks-for-spring-amp-summer-2019,"As wine writers, we get invited to a lot of press tastings, where we are lucky enough to try many of the wines on offer from various merchants, clubs and.",154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-worlds-best-gin-canned-cocktails-bottled-cocktails,the-worlds-best-gin-canned-cocktails-bottled-cocktails,"RTD (ready to drink) cocktails are everywhere at the minute, and, lucky for us, the number of high-quality RTDs on the market is constantly going up!",149,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-worlds-first-peated-tomato-juice,the-worlds-first-peated-tomato-juice,"Yep, that’s right. This is the first tomato juice to have been infused with Islay peat smoke. The result? A totally unique flavour that screams “Bloody Mary!”.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-worlds-most-popular-cocktails,the-worlds-most-popular-cocktails,"A classic cocktail is a beautiful thing. Sweet, bitter, fruity, strong, there’s something for everyone.",103,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/the-worlds-most-popular-spirit-youve-never-heard-of,the-worlds-most-popular-spirit-youve-never-heard-of,"Question: Which spirit has 6,000 years of history, is the world’s most tasted alcoholic drink and reached 10.8 billion dollars worth of sales last year?&nbsp;",158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/theardbeghotel,theardbeghotel,"There is one thing Isay doesn’t have a short supply of, and that’s whisky distilleries.",87,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/this-gin-travelled-further-than-most-people-ever-will,this-gin-travelled-further-than-most-people-ever-will,Most premium gins like to talk about provenance. A countryside still. A converted barn. A “secret” recipe passed down through generations.,138,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/this-is-now-the-most-expensive-whisky-in-the-world,this-is-now-the-most-expensive-whisky-in-the-world,We love a whisky story or two but this one is a jaw-dropper.  If you are a bit of a “whisky geek” like us you may well have already heard that a stunning.,154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-barbecue-wines,thursday-club-with-talk-radio-barbecue-wines,"This week on the talkRadio Thursday Club with Mike Graham, we’re talking wine styles for barbecues!",99,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-bargain-wines-from-aldi,thursday-club-with-talk-radio-bargain-wines-from-aldi,"It’s supermarket press tasting season! On today’s Thursday Club with Mike Graham on Talk Radio, we look at three ALDI wines that really impressed me for the.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-best-malbec-wines,thursday-club-with-talk-radio-best-malbec-wines,"With International Malbec Day being celebrated around the world on April 17th, today on The Thursday Club with Mike Graham on talkRADIO, we look at this red.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-classic-iberian-wines,thursday-club-with-talk-radio-classic-iberian-wines,"This week on talkRADIO, we are continuing the Iberian theme for the summer as most of us can’t get out to Spain or Portugal.",124,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-cremant-de-bourgogne-loire-bordeaux,thursday-club-with-talk-radio-cremant-de-bourgogne-loire-bordeaux,"Today’s Thursday Club is all about Crémant: the  French  fizz made in the same way (the  traditional method ) as Champagne, but from  other regions  in France.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-great-value-italian-wines,thursday-club-with-talk-radio-great-value-italian-wines,"Today on the Thursday Club with talkRADIO, we sing the praises of three Italian wine grapes you might not have heard of but certainly need to be tasted: Fiano.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-italian-nebbiolo-barolo-barbaresco,thursday-club-with-talk-radio-italian-nebbiolo-barolo-barbaresco,"This week, it’s Nebbiolo Three Ways! Nebbiolo is the grape that hails from the rolling, foggy hills of Piedmont in Northwest Italy.",131,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-off-the-beaten-track-with-the-wine-society,thursday-club-with-talk-radio-off-the-beaten-track-with-the-wine-society,"This week on the Thursday Club with Mike Graham on talkRADIO, we have a special guest!",86,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-pisco-cachaca-and-absinthe,thursday-club-with-talk-radio-pisco-cachaca-and-absinthe,It’s an international theme on The Three Drinkers this week: World drinks you’ve heard of but might not be quite sure what they are!,132,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-quintessentially-english-drinks,thursday-club-with-talk-radio-quintessentially-english-drinks,"As I write, England just beat Denmark in the Euros and will face Italy on Sunday in the final!",94,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-sparkling-wines,thursday-club-with-talk-radio-sparkling-wines,It’s Thursday and that means it’s time for the Thursday Club on talkRADIO with Mike Graham!,91,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-spring-wines,thursday-club-with-talk-radio-spring-wines,"Intipalka Chardonnay, Vinas Queirolo, Peru, 2018   Yes, Peru. You read that right.",82,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-summer-sips-from-sainsburys,thursday-club-with-talk-radio-summer-sips-from-sainsburys,"On the Thursday Club this afternoon: More summertime sips and this time, from Sainsbury’s.",90,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-tequila-cocktails,thursday-club-with-talk-radio-tequila-cocktails,This week it’s all about Tequila! We’ll be discovering some top serves to get the very most out of your bottle.,111,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-the-famous-grapes-from-piedmont-italy,thursday-club-with-talk-radio-the-famous-grapes-from-piedmont-italy,"This week on the Thursday Club, we start to feel a little more Autumnal and head to Piedmont in Italy, which always comes into it’s own at this time of year.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-top-tesco-picks,thursday-club-with-talk-radio-top-tesco-picks,"We’re still in supermarket press tasting season and so on today’s Thursday Club with Mike Graham on Talk Radio, we look at three top picks from Tesco  - and.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-top-wines-from-co-op,thursday-club-with-talk-radio-top-wines-from-co-op,"This week on the Thursday club, it’s the last in our supermarket series and this time, it’s the turn of the Co-op!",114,auto-truncated,0
