slug,title,date_published,category,top_3_tags,word_count,gsc_clicks_16mo,gsc_impressions_16mo,avg_position,action,reassign_to,first_200_chars,live_url,redirect_to
cafe-1001-brick-lane-london-outdoor-venue,"3D Recommends: Café 1001, London",2022-07-14,"Wine, Travel, Restaurant","the three drinkers, London",322,59,38809,8,,AidySmith,"[caption id="""" align=""alignnone"" width=""880""] Photo credit: designmynight [/caption] The sun is finally making more frequent (and very hot) appearances, which can only mean that we will be eating and ",https://www.thethreedrinkers.com/magazine-content/cafe-1001-brick-lane-london-outdoor-venue,
3-styles-of-french-ros-you-can-rely-on,3 Styles of French Rosé You Can Rely On,2020-04-21,Wine,"wine, rose, pink wine",577,0,0,,drop,,"The sun’s out and we’re still in lockdown, so let’s do this properly! Cue some beautiful pink wine that will make us dream of French holidays we’re not taking. How do you know what you’re going to get",https://www.thethreedrinkers.com/magazine-content/3-styles-of-french-ros-you-can-rely-on,
marvellous-malbecs-under-15-for-malbec-day,Marvellous Malbecs under £15 for Malbec Day,2020-04-15,"Wine, Guides","wine, malbec, malbec day",815,0,0,,drop,,"Words by Helena Nicklin Friday 17th April 2020 is World Malbec Day! It’s fair to say that globally, Malbec is now one of the world’s best-loved red wine grapes, thanks to its ability to make wines tha",https://www.thethreedrinkers.com/magazine-content/marvellous-malbecs-under-15-for-malbec-day,
silverhand-estate,The new face of English Wine: Silverhand Estate,2023-06-20,"Sparkling wine, Wine, Guides","english wine week, helena nicklin, helenasips",781,46,7929,8.5,drop,,"With English Wine Week 2023 in full swing, we turn our attentions to a brand new English wine producer based in Kent who are doing things a little differently. Welcome to Silverhand Estate! Who are Si",https://www.thethreedrinkers.com/magazine-content/silverhand-estate,
5-reasons-to-love-english-wine,5 Reasons to Love English Wine,2020-04-10,Wine,"wine, english wine, english fizz",24,0,0,,drop,,"Today, it’s the Big English Wine Good Friday! Here are 5 reasons to get into the swing of things, warming up for tonight #TheBIGEnglishWineGoodFriday…",https://www.thethreedrinkers.com/magazine-content/5-reasons-to-love-english-wine,
santorini-wines-your-abc-guide,Santorini Wines: Your ABC Guide,2023-07-19,Wine,"assyrtiko, greek wine, best white wine",799,37,9487,30.6,drop,,Greek wines from both the mainland and the islands are becoming ever more popular as people return from their holidays having tasted some pretty special sips. Quality has skyrocketed over recent years,https://www.thethreedrinkers.com/magazine-content/santorini-wines-your-abc-guide,
one-drink-three-ways-london-dry-gin-tanqueray,"One Drink, Three Ways: London Dry Gin (Tanqueray)",2020-04-07,"Spirits, One Drink Three Ways, Cocktails","cognac, vsop cognac, remy martin",426,0,0,,drop,,"One Drink, Three Ways is the signature feature by The Three Drinkers. Join The Three Drinkers’ Helena, Aidy and Colin as they take one bottle and create a trio of phenomenal serves which you can enjoy",https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-london-dry-gin-tanqueray,
4-things-you-need-to-know-about-cogac,4 Things you need to know about Cognac,2020-04-01,"Spirits, Guides, Cocktails","cognac, remy martin, winebird",19,0,0,,drop,,"In this video, Helena gives us 4 things we need to know about the wonderful spirit that is cognac!",https://www.thethreedrinkers.com/magazine-content/4-things-you-need-to-know-about-cogac,
why-english-wine-is-your-new-go-to-luxury-drop,"Why English wine is your new go-to, luxury drop",2020-04-01,Wine,"wine, english fizz, english wine",106,0,0,,drop,,"If the English wine industry were a car, it would be a Jaguar. Fact. Gone are the days when it would be likened to something more akin to Del Boy’s Reliant Robin. If it were an actress, it would be Em",https://www.thethreedrinkers.com/magazine-content/why-english-wine-is-your-new-go-to-luxury-drop,
key-styles-of-malbec-argentina-cahors,What are the key styles of Malbec?,2022-04-14,"Thursday Club, Wine","talkradio, wine expert, helena nicklin",630,36,9297,24.8,drop,,"It’s World Malbec Day on the 17th April! As if we needed an excuse to open a bottle of this chocolatey, velvety wine. To celebrate, let’s get up close and personal with some of the keys styles of Malb",https://www.thethreedrinkers.com/magazine-content/key-styles-of-malbec-argentina-cahors,
veuve-clicquot-champagne,Veuve Clicquot: The Original Grande Dame of Champagne,2020-03-16,Wine,champagne,71,0,0,,drop,,"As International Women’s Day gives us a chance to shine a light on women in the workplace and the challenges we all still continue to face, be it equal pay, childcare logistics or even just being take",https://www.thethreedrinkers.com/magazine-content/veuve-clicquot-champagne,
no-low-alcohol-best-drinks,Mindful Drinking: Premium no and low alcohol drinks you'll want to sip all evening,2020-03-07,"Beer, Spirits, Wine","drinks, no-lo, no alcohol",1003,0,0,,drop,,"With Lent now in full swing after Dry-January and as we slowly head up to Sober October, times of abstention from alcohol are so much easier to bear now thanks to a new wave of truly delicious, premiu",https://www.thethreedrinkers.com/magazine-content/no-low-alcohol-best-drinks,
must-try-luxury-cognac,Luxury Cognacs You Need to Try,2020-02-05,Spirits,"wine, cognac, spirits",67,0,0,,drop,,"When was the last time you sipped a cognac? More opulent, viscous and citrus-scented than its whisky cousins made from grain, cognac is finding new favour on the global cocktail scene, yet it still de",https://www.thethreedrinkers.com/magazine-content/must-try-luxury-cognac,
tasting-the-most-famous-wine-in-the-world,Tasting the Most Famous Wine in the World,2020-01-30,Wine,"wine, helena nicklin, winebird",58,0,0,,drop,,"[caption id="""" align=""alignnone"" width=""2500""] Aubert de Villaine, co-director of Domaine de la Romanée-Conti [/caption] What is the most famous wine in the world? There are many answers to this quest",https://www.thethreedrinkers.com/magazine-content/tasting-the-most-famous-wine-in-the-world,
english-wines-to-rival-champagne,English Wines to Rival Champagne,2020-01-02,Wine,"wine, english wine, english sparkling wine",25,0,0,,drop,,"England is producing some world class sparkling wines these days. Here’s why, with some names you need to know. Written for Luxurious Magazine by Helena.",https://www.thethreedrinkers.com/magazine-content/english-wines-to-rival-champagne,
toasting-2020-with-the-most-luxurious-champagnes,Toasting 2020 with the most luxurious champagnes,2019-12-30,Wine,,24,0,0,,drop,,"If you’re set to impress this New Year’s Eve, here are some extraordinary champagnes that deserve your attention. Written for Luxurious Magazine by Helena.",https://www.thethreedrinkers.com/magazine-content/toasting-2020-with-the-most-luxurious-champagnes,
spending-christmas-on-a-yacht,Wine &amp; gifts for Christmas on a yacht,2019-12-18,"Gear & Gadgets, Wine","wine, the three drinkers, helena nicklin",33,0,0,,drop,,Are you lucky enough to be spending Christmas on a yacht? Here’s a little piece I wrote for Princess Yachts about what to drink and space-saving gifts for wine lovers. By Helena Nicklin,https://www.thethreedrinkers.com/magazine-content/spending-christmas-on-a-yacht,
the-best-whisky-to-buy-scotch,The Three Drinkers' Definitive Scotch Whisky Buying Guide 2019,2019-12-05,Whisky,"whisky, scotch, whisky guide",607,0,0,,drop,,"Whisky has never been a hotter commodity. Globally, sales are at the largest they’ve ever been and value-wise, Knight Frank just described whisky as the best alternative investment of 2019. Sometimes ",https://www.thethreedrinkers.com/magazine-content/the-best-whisky-to-buy-scotch,
coravin-moment-app-wine-gadget,Savour your wine moments for longer: A look at the Coravin Moments APP,2019-11-29,"Gear & Gadgets, Wine","coravin, wine, wine gadget",748,0,0,,drop,,"In every bottle of wine there is a story. Sometimes it reads like a comic book and other times like War and Peace, yet there is a time and place for every single glass. Wouldn’t it be lovely to captur",https://www.thethreedrinkers.com/magazine-content/coravin-moment-app-wine-gadget,
rediscovering-cognac-focus-on-tercet-by-remy-martin,Rediscovering Cognac: Focus on Tercet by Remy Martin,2019-11-21,"Spirits, Cocktails","cognac, spirits, remy martin",457,0,0,,drop,,"For so many people in the drinks world, the new decade ahead will be all about rediscovering spirits that have been maligned or ignored for too long. Cognac is one of these; a brown spirit with a lot ",https://www.thethreedrinkers.com/magazine-content/rediscovering-cognac-focus-on-tercet-by-remy-martin,
coravin-model-eleven-wine-gadget,Turn your wine gadget game up to eleven! Introducing Coravin Model Eleven,2019-11-17,"Gear & Gadgets, Wine","wine, coravin, wine gadget",614,0,0,,drop,,"If you’re a wine lover, chances are you’ll know about Coravin: the ultimate wine gadget. You may have even read about what it is and how it works on our magazine here . Did you know about the super du",https://www.thethreedrinkers.com/magazine-content/coravin-model-eleven-wine-gadget,
a-new-ultra-rare-champagne-icon-armand-de-brignac-blanc-de-noirs-assemblage-three,"A new, ultra rare Champagne icon: Armand de Brignac, Blanc de Noirs Assemblage Three",2019-09-11,Wine,"wine, champagne, the three drinkers",596,0,0,,drop,,"If you don’t know Armand de Brignac champagne by name, you will certainly know it by sight. With five cuvées (styles) in the range, you’ll spot them a mile off in their iconic, metallic gold, silver, ",https://www.thethreedrinkers.com/magazine-content/a-new-ultra-rare-champagne-icon-armand-de-brignac-blanc-de-noirs-assemblage-three,
love-whisky-buyer-collector-or-investor-you-need-to-know-about-cask-trade,"Whisky buyer, collector or investor? You need to know about Cask Trade.",2019-09-11,"Spirits, Whisky","whisky, spirits, investment",396,0,0,,drop,,"There’s a new whisky cask trader in town and it’s dubbed the first, truly ‘trustworthy marketplace for trading exceptional whisky casks’. Introducing Cask Trade: founded by entrepreneur and angel inve",https://www.thethreedrinkers.com/magazine-content/love-whisky-buyer-collector-or-investor-you-need-to-know-about-cask-trade,
spotlight-on-greyfriars-vineyard-surrey-hills-england,"Spotlight on: Greyfriars Vineyard, Surrey Hills, England",2019-09-06,Wine,"wine, english wine, england",602,0,0,,drop,,"All eyes are on English wine at the moment. Let’s face it; there’s not much else to be proud of about our country right now, so the fact that English wines are soaring in terms of quality and innovati",https://www.thethreedrinkers.com/magazine-content/spotlight-on-greyfriars-vineyard-surrey-hills-england,
its-wine-tax-freedom-day-join-the-movement,It’s Wine Tax Freedom Day! Join the movement,2019-08-12,Wine,"wine, helena nicklin, winebird",728,0,0,,drop,,The 12th August 2019 is Wine Tax Freedom Day! So what is that? Why is it important and how can you help? 33 million people in the UK drink wine. Fact. It is now officially the UK’s most popular alcoho,https://www.thethreedrinkers.com/magazine-content/its-wine-tax-freedom-day-join-the-movement,
unusual-facts-about-whisky,23 Unusual Facts About Whisky,2019-08-07,"Spirits, Travel, Whisky","scotland, the three drinkers, rabbies",909,0,0,,drop,,"Our friends at Rabbie’s , our travel partner for our Scotch whisky travelogue series on Amazon Prime, have given us 23 fun facts about whisky. How many of them did you know already? Bernard Shaw descr",https://www.thethreedrinkers.com/magazine-content/unusual-facts-about-whisky,
the-worlds-most-popular-spirit-youve-never-heard-of,This is the world’s most popular spirit. Have you heard of it?,2019-07-29,"Spirits, Cocktails",baijiu,683,0,0,,drop,,"Question: Which spirit has 6,000 years of history, is the world’s most tasted alcoholic drink and reached 10.8 billion dollars worth of sales last year? Answer: Baijiu What on earth is Baijiu? Baijiu ",https://www.thethreedrinkers.com/magazine-content/the-worlds-most-popular-spirit-youve-never-heard-of,
how-do-you-like-your-eggs-the-effect-of-vessels-on-wine-flavour-and-texture,How do you like your eggs? The effect of vessels on wine flavour and texture,2019-07-04,Wine,"wine, wine tasting, oak barrels",806,0,0,,drop,,"The world of wine is changing so quickly, people like us need to do our best to keep up. With this in mind, the three of us were intrigued to attend a tasting held last week by award-winning Languedoc",https://www.thethreedrinkers.com/magazine-content/how-do-you-like-your-eggs-the-effect-of-vessels-on-wine-flavour-and-texture,
the-wine-society-top-picks-for-spring-amp-summer-2019,The Wine Society: Top picks for Spring &amp; Summer 2019,2019-06-11,Wine,"the wine society, helena nicklin, the three drinkers",935,0,0,,drop,,"As wine writers, we get invited to a lot of press tastings, where we are lucky enough to try many of the wines on offer from various merchants, clubs and supermarkets all at once. One tasting we are a",https://www.thethreedrinkers.com/magazine-content/the-wine-society-top-picks-for-spring-amp-summer-2019,
the-story-of-city-of-london-distillery,The Story of City of London Distillery,2019-06-06,Spirits,"gin, the three drinkers",0,0,0,,drop,,,https://www.thethreedrinkers.com/magazine-content/the-story-of-city-of-london-distillery,
tys1goptlb7qcgn1ldcyxc9req6z2e,Perfect Pairings: Manzanilla with Fish &amp; Chips,2019-06-06,Wine,"fino, manzanilla, sherry",608,0,0,,drop,,"If you’re thinking ‘Manza-what-now?’, you’re not alone. Manzanilla is a style of aged white wine that’s a bit different to the norm as it’s made in a super dry, deliberately savoury style that evoques",https://www.thethreedrinkers.com/magazine-content/tys1goptlb7qcgn1ldcyxc9req6z2e,
a-super-tuscan-rising-star-tenuta-di-biserno,A Super Tuscan Rising Star: Tenuta di Biserno,2019-06-05,Wine,"super tuscan, wine, corney and barrow",1256,0,0,,drop,,We’re massive fans of Italian wines and Tuscany in particular holds a special place in our hearts. Helena Nicklin heads to a lesser known part of the region to get to know a very exciting wine produce,https://www.thethreedrinkers.com/magazine-content/a-super-tuscan-rising-star-tenuta-di-biserno,
best-spanish-wine-region-carinena,The Best Spanish Wine Region You Never Knew About: Cariñena,2020-11-24,Wine,"grandes vinos, carinena, carignan",2521,36,10490,25.2,drop,,"Words by Helena Nicklin In the Northeast of Spain, nestled within the Ebro Valley of Aragón between Barcelona and Madrid, is a wine region that to any non Spaniard, once they discover it, seems to be ",https://www.thethreedrinkers.com/magazine-content/best-spanish-wine-region-carinena,
the-three-drinkers-team-up-with-rabbies-to-offer-whisky-tours-around-scotland,The Three Drinkers team up with Rabbie’s to offer whisky tours around Scotland,2019-05-14,"Travel, News, Whisky","whisky, travel, rabbies",313,0,0,,drop,,The team behind Amazon whisky travelogue show ‘The Three Drinkers do Scotch Whisky’ have teamed up with the popular tour company Rabbie’s to offer whisky tours around Scotland. “‘The idea behind the s,https://www.thethreedrinkers.com/magazine-content/2019/5/14/the-three-drinkers-team-up-with-rabbies-to-offer-whisky-tours-around-scotland,
once-amp-future-wines-with-joel-peterson,Once &amp; Future Wines with Joel Peterson,2019-05-10,Wine,"wine, California, helena nicklin",471,0,0,,drop,,"Joel Peterson is known affectionately in the wine world as ‘The Godfather of Zin’. He’s the man who gave Zinfandel its iconic status in the US, having co-founded Ravenswood Winery in Sonoma back in 19",https://www.thethreedrinkers.com/magazine-content/2019/5/9/once-amp-future-wines-with-joel-peterson,
coravin-the-ultimate-wine-preservation-gadget,Coravin: The ultimate wine preservation gadget?,2019-05-08,"Wine, Gear & Gadgets","coravin, the three drinkers, helena nicklin",645,0,0,,drop,,Head to any restaurant that’s rather proud of its wine list and chances are you’ll spot a quirky looking gadget by the side of the bar. This is Coravin: a needle-based wine preservation system that al,https://www.thethreedrinkers.com/magazine-content/2019/5/8/coravin-the-ultimate-wine-preservation-gadget,
meet-the-godfathers-of-provenal-ros-domaines-ott,Meet the Godfathers of Provençal rosé: Domaines Ott,2019-05-08,Wine,"rose, pink wine, helena nicklin",1085,0,0,,drop,,"If you’re a wine drinker, unless you’ve been living under a rock, you will have noticed a surge in the amount of rosé wine on our shelves over the past few years. What has also changed however, is who",https://www.thethreedrinkers.com/magazine-content/2019/5/8/meet-the-godfathers-of-provenal-ros-domaines-ott,
sassicaia-the-first-super-tuscan,Sassicaia: The first Super Tuscan,2019-05-08,Wine,"wine, tuscany, super tuscan",1017,0,0,,drop,,"Running parallel to the Tuscan coast in the Maremma and beginning just below Livorno, you’ll find Bolgheri D.O.C: one of the newest - and arguably most exciting - appellations in the whole of Italy. T",https://www.thethreedrinkers.com/magazine-content/2019/5/8/sassicaia-the-first-super-tuscan,
6-best-supermarket-wines-created-by-brilliant-women,6 best supermarket wines created by brilliant women,2019-04-27,,,0,0,0,,drop,,,https://www.thethreedrinkers.com/three-drinkers-news/2019/4/27/6-best-supermarket-wines-created-by-brilliant-women,
